metodo;comuna;sexo;edad;educacion;paso_sufragara;caba_paso_votaria;caba_paso_votaria_lousteau;paso_votaria;P9;P10;P11;P12;P13;P14;P15;P16;pon2
Presencial;Comuna 07;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Vanina Biasi del Frente de Izquierda;No, no haría eso;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;1.07998
Presencial;Comuna 07;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.93513
Presencial;Comuna 07;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.82567
Presencial;Comuna 08;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;No sabe/No contesta;No sabe - Está indeciso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;0.85645
Presencial;Comuna 08;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo positiva;Muy Negativa;No conoce o no tiene opinión formada;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.79779
Presencial;Comuna 08;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.70191
Presencial;Comuna 08;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;Muy Negativa;Algo positiva;No sabe - No tiene opinión formada;No sabe - No tiene opinión formada;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.6914
Presencial;Comuna 08;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;No conoce o no tiene opinión formada;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.74118
Presencial;Comuna 08;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;No conoce o no tiene opinión formada;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.63704
Presencial;Comuna 08;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;No conoce o no tiene opinión formada;Algo positiva;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Algo positiva;Podría llegar a votarlo;No sabe - No tiene opinión formada;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.91431
Presencial;Comuna 08;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Muy Positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.44702
Presencial;Comuna 08;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Muy Positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;1.44702
Presencial;Comuna 08;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;No sabe - No tiene opinión formada;Podría llegar a votarlo;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.5516
Presencial;Comuna 08;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Muy Positiva;No conoce o no tiene opinión formada;Algo positiva;Seguro lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;0.92903
Presencial;Comuna 08;Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Algo positiva;No sabe - No tiene opinión formada;No sabe - No tiene opinión formada;No sabe/No contesta;Si, haría eso para evitar que Jorge Macri sea electo;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;0.67305
Presencial;Comuna 08;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo positiva;No conoce o no tiene opinión formada;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;No sabe/ No contesta;0.62695
Presencial;Comuna 08;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No sabe - Está indeciso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.76768
Presencial;Comuna 08;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Muy Positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.4241
Presencial;Comuna 08;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo positiva;Algo positiva;Muy Negativa;Algo positiva;No sabe - No tiene opinión formada;No sabe - No tiene opinión formada;No sabe/No contesta;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;No sabe/ No contesta;0.7473
Presencial;Comuna 08;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Algo positiva;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Podría llegar a votarlo;No sabe - No tiene opinión formada;Martín Lousteau de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;0.71852
Presencial;Comuna 08;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;No conoce o no tiene opinión formada;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;No sabe/No contesta;Si, haría eso para evitar que Jorge Macri sea electo;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.68328
Presencial;Comuna 08;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;No conoce o no tiene opinión formada;Algo negativa;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;No sabe - No tiene opinión formada;No sabe - No tiene opinión formada;Ramiro Marra de La Libertad Avanza;No sabe - Está indeciso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;0.92903
Presencial;Comuna 08;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy Positiva;Algo positiva;Algo positiva;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;No sabe/ No contesta;0.71852
Presencial;Comuna 08;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Nunca lo votaría;Podría llegar a votarlo;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;Luis Zamora de Autodeterminación y Libertad;0.8798
Presencial;Comuna 09;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Muy Negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Podría llegar a votarlo;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.60958
Presencial;Comuna 09;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Muy Negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.6667
Presencial;Comuna 09;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.66894
Presencial;Comuna 09;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;En blanco/ No votaría;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.66894
Presencial;Comuna 09;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;No sabe - No tiene opinión formada;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.63349
Presencial;Comuna 09;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Jorge Adaro del Frente de Izquierda;Si, haría eso para evitar que Jorge Macri sea electo;Gabriel Solano y Vilma Ripoll del Frente de Izquierda Unidad;Muy probable;Luis Zamora de Autodeterminación y Libertad;0.81909
Presencial;Comuna 09;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Algo negativa;Muy Negativa;Nunca lo votaría;Podría llegar a votarlo;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;Javier Milei de Libertad Avanza;0.60958
Presencial;Comuna 09;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.70401
Presencial;Comuna 09;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Muy Negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Vanina Biasi del Frente de Izquierda;No, no haría eso;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;No sabe/ No contesta;0.89585
Presencial;Comuna 09;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Podría llegar a votarlo;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.89585
Presencial;Comuna 09;Femenino;18-29;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.97265
Presencial;Comuna 09;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo positiva;Algo negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.79405
Presencial;Comuna 09;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo positiva;Algo negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.80611
Presencial;Comuna 09;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo negativa;Algo positiva;Algo positiva;Nunca lo votaría;Podría llegar a votarlo;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.70401
Presencial;Comuna 09;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy Negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;No sabe/No contesta;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;0.7821
Presencial;Comuna 09;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;Javier Milei de Libertad Avanza;0.69285
Presencial;Comuna 09;Femenino;18-29;Nivel Primario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo positiva;Algo negativa;Algo negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;1.97265
Presencial;Comuna 09;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;En blanco/No votaría;No, no haría eso;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;En blanco;0.83655
Presencial;Comuna 09;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Podría llegar a votarlo;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.59913
Presencial;Comuna 09;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.60958
Presencial;Comuna 09;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Algo negativa;Nunca lo votaría;Nunca lo votaría;No sabe/No contesta;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.7821
Presencial;Comuna 07;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo positiva;Algo positiva;Muy Negativa;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.882
Presencial;Comuna 07;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.776
